SOC,Ds_app_m2_s,WH_fit_R2,dE_pulse_mV,dE_relax_mV,OCP_slope_V_per_soc,validity_flag,Ds_app_cm2_s,is_valid,rejection_reasons,branch,cycle,pulse_id,SOC_start,SOC_end,I_A,pulse_time_s,relax_time_s,capacity_increment_mAh,sqrt_t_slope_V_per_sqrt_s,u_prime_halfwidth_soc,u_prime_window_curvature_mV,u_prime_knots,dE_s_mV,dE_tau_expected_mV,Ds_app_relax_m2_s,relax_over_pulse_sqrt_ratio,Ds_app_rel_uncertainty,tau_d_s_from_D,Fo_pulse,Q_th_Ah,R_m
0.0606575344463072,,0.9593984218808354,116.16110810000002,-15.057742600000037,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,4,194,0.0656807979210037,0.0556342709716107,-4.41551e-05,1799.980000000447,9000.0,0.0220773046938943,0.0032045814434959,,,0,135.95812084446203,,1.8094662837332326e-16,,,,,0.002246431984947,1.37e-05
0.0637792792783191,,0.9643360814571386,86.45507690000004,-12.278378000000034,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,5,192,0.0688399206713603,0.0587186378852778,-4.41547e-05,1799.980000000447,9000.0,0.0220771046961165,0.0023642318133893,,,0,100.30530359635736,,2.210422380514633e-16,,,,,0.002246431984947,1.37e-05
0.0647575173778989,,0.9664547445390488,85.03258230000004,-15.591919400000045,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,2,192,0.0698129366101565,0.0597020981456414,-4.4155e-05,1799.9799999995157,9000.0,0.0220772546944385,0.0022554400862903,,,0,95.6896871607364,,3.916606647034742e-16,,,,,0.002246431984947,1.37e-05
0.0701240487620231,,0.963205218554319,94.65411299999998,-13.45738759999998,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,3,193,0.0751504776191288,0.0650976199049173,-4.41543e-05,1799.980000000447,9000.0,0.0220769046983388,0.002585325413187,,,0,109.68545850558384,,2.220570040935121e-16,,,,,0.002246431984947,1.37e-05
0.0707040500192943,,0.9650433225891976,83.0023587,-12.248903599999972,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,4,193,0.0757273021175848,0.0656807979210037,-4.4155e-05,1799.980000000447,9000.0,0.0220772546944499,0.0022591351509713,,,0,95.8464546073954,,2.409258454862825e-16,,,,,0.002246431984947,1.37e-05
0.073900573525563,,0.9674920159849212,66.03950260000002,-10.747104900000028,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,5,191,0.0789612263797657,0.0688399206713603,-4.41548e-05,1799.980000000447,9000.0,0.022077154695561,0.0017818934900652,,,0,75.59891821315668,,2.981212117781745e-16,,,,,0.002246431984947,1.37e-05
0.0748683443931576,,0.9690930554965468,65.62733649999997,-13.375669699999982,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,2,191,0.0799237521761586,0.0698129366101565,-4.41549e-05,1799.9799999995157,9000.0,0.022077204694994,0.001713459072402,,,0,72.69550789555858,,4.994097134627085e-16,,,,,0.002246431984947,1.37e-05
0.0801768837086723,,0.9668570543182192,71.07037310000003,-11.293947700000029,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,3,192,0.0852032897982157,0.0751504776191288,-4.41541e-05,1799.980000000447,9000.0,0.0220768046994499,0.0019141246472175,,,0,81.20897992028281,,2.8531492989772827e-16,,,,,0.002246431984947,1.37e-05
0.0807505542158753,,0.9678834782788872,64.0507341,-10.7887089,,rejected,,False,undefined;ocp_slope_unavailable,delithiation,4,192,0.0857738063141658,0.0757273021175848,-4.4155e-05,1799.980000000447,9000.0,0.0220772546944499,0.0017159153804175,,,0,72.79971963988442,,3.2398179006406997e-16,,,,,0.002246431984947,1.37e-05
0.0816645649434946,4.6785535301403285e-15,0.9169886612395766,348.6232757999999,-114.75896839999989,-28.141503038813568,rejected,4.6785535301403285e-11,False,ocp_not_locally_linear,delithiation,1,200,0.0851825174636523,0.0781466124233368,-4.4154e-05,1315.1710000000894,19800.0,0.016130572315001,0.0115749770403166,0.0105538575604732,307.5286746,175,419.7698578117171,202.0709074933767,1.5089584809928322e-15,0.5679143515687004,0.0169861462477159,40117.100037620046,0.03278330185299486,0.002246431984947,1.37e-05
0.0840218563116457,2.0031517487019334e-13,0.9669351982522384,51.73936490000003,-9.667813800000037,-21.760066847325337,rejected,2.003151748701933e-09,False,ocp_not_locally_linear,delithiation,5,190,0.0890824862435257,0.0789612263797657,-4.41546e-05,1799.980000000447,9000.0,0.0220770546966721,0.0013678480376276,0.01518188979564,399.5230198,255,58.03255497659195,213.84942398020536,4.094060307330226e-16,0.0452085098947702,0.008868792242522,936.9734475764274,1.92105764006042,0.002246431984947,1.37e-05
0.0849791485099031,2.1365295697740803e-13,0.9661778923041416,50.843954099999976,-12.038379899999953,-21.174507814776,rejected,2.1365295697740802e-09,False,ocp_not_locally_linear,delithiation,2,190,0.0900345448436475,0.0799237521761586,-4.41548e-05,1799.9799999995157,9000.0,0.0220771546955496,0.001288829266082,0.0151661890012333,409.4531536,264,54.68009104947692,208.0957214646964,7.15020831284127e-16,0.0578502038161427,0.0089732959336733,878.4807037322988,2.0489693084346077,0.002246431984947,1.37e-05
0.0899972752677428,1.103431660644243e-14,0.9511912723448483,186.8977249,-30.664145899999998,-18.80616224457386,rejected,1.1034316606442429e-10,False,ocp_not_locally_linear,delithiation,1,199,0.0948120330718332,0.0851825174636523,-4.41539e-05,1799.9799999999814,9000.0,0.0220767047005553,0.0050368048523232,0.0144442734122713,450.6143331,301,213.6923448058786,184.81667515696856,3.037560104574816e-16,0.1659165541959691,0.010864131647701,17009.66237369122,0.10582103045055168,0.002246431984947,1.37e-05
0.0902296845039781,1.20587903919263e-13,0.9680198445037762,55.76357249999997,-10.027140399999968,-18.247935986153145,rejected,1.2058790391926302e-09,False,ocp_not_locally_linear,delithiation,3,191,0.0952560792097405,0.0852032897982157,-4.4154e-05,1799.980000000447,9000.0,0.0220767547000054,0.0014783951390206,0.0150791841172871,458.116889,311,62.72264522244828,179.33113900049577,3.7700449166939553e-16,0.0559141064730105,0.0087172270928987,1556.457935662135,1.156459136323986,0.002246431984947,1.37e-05
