branch,SOC,n_pulses,Ds_app_m2_s,Ds_app_cm2_s,Ds_app_cm2_s_p25,Ds_app_cm2_s_p75,Ds_app_rel_uncertainty_median,Ds_app_cm2_s_uncertainty,SOC_lo,SOC_hi
lithiation,0.06,5,1.9873688783695425e-14,1.9873688783695424e-10,1.682848855072619e-10,2.1800465484268612e-10,0.00614736027423669,1.2416400342192668e-12,0.06259304004263427,0.06578852148811816
lithiation,0.08,10,4.9470360612374976e-14,4.947036061237498e-10,2.2172649504977939e-10,8.278972314542694e-10,0.02959649402595079,1.4641249543197024e-11,0.0722227410271527,0.08603117874957393
lithiation,0.1,10,6.386301134447287e-15,6.386301134447288e-11,3.834679363870601e-11,1.1588288252263329e-10,0.017017217088816615,1.0867391265113411e-12,0.09148205576026605,0.10627384747219101
lithiation,0.12,10,1.229693860305418e-15,1.229693860305418e-11,7.573066344108098e-12,1.8917908403518066e-11,0.011184879592372708,1.3524351731518242e-13,0.11074135958888909,0.12651647035016286
lithiation,0.14,11,7.663493926479224e-16,7.663493926479224e-12,2.436116345894207e-12,8.812930045064766e-12,0.013852297117048674,1.0615699482428818e-13,0.13000065251302173,0.14925998905511612
lithiation,0.16,10,9.623233041844531e-16,9.623233041844531e-12,5.354886492043599e-12,1.0250108237335076e-11,0.015570852961788801,1.4975090969693008e-13,0.15571979117045887,0.16851929288373915
lithiation,0.18,10,9.700277907368885e-16,9.700277907368885e-12,6.134863789449264e-12,1.3233602104035985e-11,0.013714102170659041,1.2551686900375473e-13,0.17581274268159042,0.18777857490338135
lithiation,0.2,10,1.233529586677787e-15,1.233529586677787e-11,7.05340550757682e-12,1.562705820483567e-11,0.013305027395225134,1.5796070273086956e-13,0.19590577382756447,0.20748704209017949
lithiation,0.22,10,7.728122007515346e-16,7.728122007515347e-12,5.437794717427068e-12,8.706675623217856e-12,0.009978506496484543,5.4366073365804274e-14,0.2159988163499446,0.2277297681186031
lithiation,0.24,10,7.104140956480571e-16,7.104140956480571e-12,4.540164902301137e-12,9.500634549966498e-12,0.014828803651103697,1.0150760408423535e-13,0.23592691625861706,0.24797237953541362
lithiation,0.26,10,3.236461047184692e-16,3.236461047184692e-12,2.2325340903231823e-12,4.478281850174948e-12,0.008508038142402138,2.104052835183901e-14,0.2551861655647876,0.26821492218525633
lithiation,0.28,10,1.3029014222094195e-16,1.3029014222094194e-12,9.603086193543669e-13,1.7669760866234163e-12,0.005530144043503193,6.041089181343906e-15,0.2744453930619773,0.2884575679855508
lithiation,0.3,10,7.199652130295145e-17,7.199652130295145e-13,5.448072436125692e-13,9.058629990927562e-13,0.005240541310893917,3.405911847031677e-15,0.2937046423681478,0.3087002710916518
lithiation,0.32,10,4.321393856441962e-17,4.321393856441962e-13,3.047891740380797e-13,5.339261870962222e-13,0.004861862654479181,2.0416905715134053e-15,0.3129638916743184,0.32894289396962373
lithiation,0.34,10,2.1388464327356296e-17,2.1388464327356295e-13,1.5180537038870224e-13,2.715861600138843e-13,0.005478611224821253,1.1747774853756378e-15,0.3322230101266037,0.34918548246411163
lithiation,0.36,10,9.594959763897114e-18,9.594959763897114e-14,7.113155996940537e-14,1.1594487270669044e-13,0.006119811473430669,5.869686894258675e-16,0.3514821612923603,0.3694281053420835
lithiation,0.38,10,6.851370349838846e-18,6.851370349838846e-14,6.073656423989764e-14,8.125995061974191e-14,0.005946865264960744,4.03759358332656e-16,0.3707414978344543,0.38967079698702317
lithiation,0.4,11,6.511428156778437e-18,6.511428156778437e-14,3.7771204614115155e-14,7.464721921526184e-14,0.005922102323117611,3.4282299531254183e-16,0.390000899803491,0.40991347717080157
lithiation,0.42,9,7.217183890316198e-18,7.217183890316197e-14,6.184108786327319e-14,7.967379805960581e-14,0.005223266988122192,3.628622273210319e-16,0.41692739859596306,0.42970698242916594
lithiation,0.44,10,9.241552244893601e-18,9.2415522448936e-14,8.323561215043248e-14,9.646033480562136e-14,0.004880084312062933,4.256759580496652e-16,0.4301560312818056,0.44992815559091304
lithiation,0.46,9,1.1333109708131082e-17,1.1333109708131083e-13,1.045205137569647e-13,1.1905720083229523e-13,0.004247674031219956,4.470524817630274e-16,0.45039866562093867,0.46746326823904377
lithiation,0.48,10,1.3087630623387191e-17,1.308763062338719e-13,1.2304991506147505e-13,1.41747285186919e-13,0.004484731798301405,5.886664384245791e-16,0.4701492715063774,0.4875690747377048
lithiation,0.5,10,1.6585729068162367e-17,1.6585729068162367e-13,1.4955595985499267e-13,1.7562308113208587e-13,0.00573806187272345,9.241546699919743e-16,0.490370433218868,0.507674904003928
lithiation,0.52,10,1.8560339770109225e-17,1.8560339770109224e-13,1.8136817101696376e-13,1.9199245720677224e-13,0.007846150868674727,1.4672238139595204e-15,0.5105916292791283,0.5277808471079621
lithiation,0.54,10,1.8087716722185008e-17,1.8087716722185007e-13,1.71491374401995e-13,1.9155166371191583e-13,0.007278703703736226,1.262747003054813e-15,0.5308127451945925,0.547886869898464
lithiation,0.56,10,6.677588968297763e-17,6.677588968297763e-13,2.2019129753541384e-13,9.54321422375457e-13,0.004042346404306078,2.9462573242111316e-15,0.5510338954578267,0.5679927674673739
lithiation,0.58,10,1.3849971117438064e-16,1.3849971117438065e-12,1.1686193607114428e-12,1.7166505444012487e-12,0.010317207742248077,1.5213053050352498e-14,0.5712550686195736,0.5880985625822538
lithiation,0.6,10,5.781829647023693e-17,5.781829647023694e-13,4.1213126457398065e-13,8.315476565613219e-13,0.010412031046736029,6.289691381432216e-15,0.591476367723143,0.6082044601511636
lithiation,0.62,10,2.1080141227240603e-17,2.1080141227240603e-13,1.4256222974742697e-13,3.0546409167332287e-13,0.009363058232104596,2.0909735276440254e-15,0.6114832918465533,0.6283104032551978
lithiation,0.64,10,5.697672898819638e-18,5.697672898819638e-14,3.9490992315604116e-14,8.560447468436827e-14,0.008040718072841301,4.891081265268613e-16,0.6307426283886473,0.6484161983700778
lithiation,0.66,11,7.553656244550134e-19,7.553656244550134e-15,7.035480854073648e-15,1.4352525777288335e-14,0.007170452949017593,6.737896898261411e-17,0.6500019431217604,0.6692613014728354
lithiation,0.68,10,6.624574233434923e-19,6.624574233434923e-15,4.942574980071011e-15,7.421547876656103e-15,0.0064332882967808955,4.096866515243068e-17,0.6723616671807293,0.6886275267728723
lithiation,0.7000000000000001,10,1.0376271708888062e-18,1.0376271708888061e-14,7.484594133954564e-15,1.4663100877460702e-14,0.00589276216895249,6.811720822217642e-17,0.6925831036753772,0.7087331283634737
lithiation,0.72,10,2.695982723766699e-18,2.695982723766699e-14,1.8990704282407754e-14,3.7383862468047955e-14,0.005698924227802191,1.7726898969388075e-16,0.7128044485759728,0.7288386388838262
lithiation,0.74,10,5.673886845005778e-18,5.6738868450057776e-14,4.284176773930184e-14,7.571692202017607e-14,0.005709129523903338,3.874526034703185e-16,0.7330258965198773,0.7489441152528353
lithiation,0.76,10,1.0589994670797258e-17,1.0589994670797258e-13,7.693396625593833e-14,1.3292452338174037e-13,0.006286213731171256,7.426956889307107e-16,0.7532474017100645,0.7690496143894068
lithiation,0.78,10,1.6529256777585276e-17,1.6529256777585275e-13,1.2541478622588483e-13,2.1674971979212557e-13,0.006755309372719464,1.2600528211274411e-15,0.773468952697278,0.7891550679908537
lithiation,0.8,10,3.5704030340813704e-17,3.5704030340813703e-13,2.6680173770169624e-13,4.819566096133382e-13,0.00678444606401213,2.646139056419889e-15,0.7936904006411826,0.8092604532896142
lithiation,0.8200000000000001,10,6.243440040403021e-17,6.24344004040302e-13,4.982517407090094e-13,8.510453672931521e-13,0.00747069713081463,4.94971503601534e-15,0.8137064236789544,0.8293659182748422
lithiation,0.84,10,1.1975029467227762e-16,1.1975029467227762e-12,8.783341235580773e-13,1.6492371582288841e-12,0.009292835320096882,1.0631209936688896e-14,0.832965825647991,0.8494715312492246
lithiation,0.86,10,2.431455653508388e-16,2.431455653508388e-12,1.7334532675506888e-12,3.1523027504369244e-12,0.010366833937358207,2.4357698204040736e-14,0.8522252058080471,0.8695772352938558
lithiation,0.88,10,5.075383254763295e-16,5.0753832547632945e-12,3.960092161731784e-12,6.6947363332560514e-12,0.011816952461817644,6.395128971943888e-14,0.8714844878276888,0.8896827685817705
lithiation,0.9,10,1.0384324952360324e-15,1.0384324952360324e-11,8.60734621162017e-12,1.3862014173577218e-11,0.014359285624836036,1.4494827039478727e-13,0.8907437589428402,0.9097884384750583
lithiation,0.92,11,1.9972916782365415e-15,1.9972916782365414e-11,1.3010129317551481e-11,2.5334795617367714e-11,0.01774415733981843,3.219665778494137e-13,0.9100031063894247,0.9298941311359084
lithiation,0.9400000000000001,10,6.420042236953168e-15,6.420042236953167e-11,3.858760748340511e-11,8.50952753165912e-11,0.029107074781456403,1.8224010761016654e-12,0.9352412575516769,0.9499999148670071
lithiation,0.96,7,1.1216428522043835e-14,1.1216428522043835e-10,5.489574444968266e-11,2.3128049354852833e-10,0.028276532292479017,3.510862084487387e-12,0.9554628886836863,0.9694799531431559
lithiation,0.98,10,1.017941381350826e-14,1.017941381350826e-10,5.200374933461972e-11,2.0051175323644183e-10,0.01674916091782356,1.878279321893135e-12,0.9701054709224839,0.9895727453846026
lithiation,1.0,6,1.9305725650726194e-15,1.9305725650726195e-11,1.5275449838505857e-11,2.7100225500249136e-11,0.007801649721092164,1.5343435229819458e-13,0.9902110611293039,0.997618722225641
