variant,time_s,soc_experiment,soc_model_average,soc_model_surface,voltage_sim_V,voltage_exp_V
B0p5_capmatch,121970.02100000001,0.7548132132954993,0.7556001842731008,0.7640499264700867,0.049479117776491596,0.0502152257
B0p5_capmatch,122050.02100000001,0.7553082933310092,0.7560952673190573,0.7645459730143729,0.04946332818039213,0.0501944758
B0p5_capmatch,122130.02100000001,0.7558033729375117,0.7565903470685451,0.7650419936674363,0.04943376834301945,0.0501870625
B0p5_capmatch,122220.02100000001,0.7563603374412009,0.7571473204092714,0.7656000688629523,0.04940985905069446,0.0501937307
B0p5_capmatch,122300.02100000001,0.7568554157606792,0.7576424007593022,0.7660960439812006,0.049405421563115254,0.0501403622
B0p5_capmatch,122380.02100000001,0.7573504945806667,0.7581374673298862,0.7665919781539003,0.04943011659797946,0.0501270257
B0p5_capmatch,122460.02100000001,0.7578455784772484,0.7586325392979741,0.7670879744563177,0.049410158831873635,0.0501403622
B0p5_capmatch,122540.02100000001,0.7583406596567797,0.7591276191382197,0.7675839975845958,0.049385157139932946,0.0501418449
B0p5_capmatch,122620.02100000001,0.7588357396207887,0.7596227065281824,0.7680800439743858,0.049364120430437544,0.0501388796
B0p5_capmatch,122700.02100000001,0.7593308233028664,0.7601177946987984,0.7685760546162587,0.0493405094092287,0.0501070134
B0p5_capmatch,122780.02100000001,0.7598259071279467,0.7606128784296268,0.7690720363004437,0.04932041805884344,0.0500870012
B0p5_capmatch,122860.02100000001,0.7603209864484436,0.7611079651797324,0.7695680401492662,0.04932543577015122,0.0500929318
B0p5_capmatch,122940.02100000001,0.7608160707025318,0.7616030546306376,0.7700640401484053,0.049317156878351115,0.0500892214
B0p5_capmatch,123020.02100000001,0.7613111540986042,0.7620981441270837,0.7705600301501523,0.049293849623380674,0.0500781052
B0p5_capmatch,123100.02100000001,0.7618062356356422,0.7625932359571727,0.7710560259738559,0.049288761769775494,0.0500669889
B0p5_capmatch,123190.02100000001,0.762363201426355,0.7631502048395629,0.7716139418707655,0.04928599451595865,0.0500165857
B0p5_capmatch,123270.02100000001,0.7628582834639023,0.7636452836276274,0.7721098764312329,0.04925811952166072,0.0500328951
B0p5_capmatch,123350.02100000001,0.763353358780325,0.7641403572915771,0.7726057688618083,0.04927259131769959,0.0499913879
B0p5_capmatch,123430.02100000001,0.7638484426054052,0.7646354370404232,0.7731017421181681,0.04925969241169342,0.0500121377
B0p5_capmatch,123510.02100000001,0.7643435284325225,0.7651305275437663,0.7735977277992783,0.049249125520345646,0.0499995388
B0p5_capmatch,123590.02100000001,0.7648386128296136,0.7656256158962976,0.774093681915558,0.04923151654500349,0.0499861948
B0p5_capmatch,123670.02100000001,0.7653336921501106,0.7661206988488569,0.7745895910755952,0.0491966720414135,0.0499550663
B0p5_capmatch,123750.02100000001,0.7658287724001248,0.7666157852341775,0.7750855464065896,0.049172707366696065,0.0499773063
B0p5_capmatch,123830.02100000001,0.7663238543661707,0.7671108792610013,0.775581514644337,0.049187579207103586,0.0499676652
B0p5_capmatch,123910.02100000001,0.7668189421953252,0.7676059685740599,0.7760774323943764,0.04917596632175045,0.0499276407
B0p5_capmatch,123990.02100000001,0.7673140228743474,0.7681010534486841,0.7765733333517311,0.04912926432925307,0.0499209724
B0p5_capmatch,124080.02100000001,0.7678709876640416,0.7686580186685352,0.7771311951915434,0.049123422274788546,0.0499002151
B0p5_capmatch,124160.02100000001,0.7683660699160929,0.7691530932009529,0.7776270547450832,0.04910256679816108,0.049859453
B0p5_capmatch,124240.02100000001,0.7688611513816294,0.7696481684663828,0.7781229350689114,0.049078118946388395,0.0498779826
B0p5_capmatch,124320.02100000001,0.7693562276990706,0.7701432518781519,0.7786188615217016,0.04907240915767929,0.0498779826
B0p5_capmatch,124400.02100000001,0.7698513075915782,0.7706383336392417,0.7791147398401606,0.049089187865809,0.0498535223
B0p5_capmatch,124480.02100000001,0.7703463864830671,0.7711334159533968,0.7796106402673989,0.04908348230626584,0.0498490743
B0p5_capmatch,124560.02100000001,0.7708414663755744,0.7716284953338125,0.7801064924593348,0.04906199248520135,0.0498053469
B0p5_capmatch,124640.02100000001,0.7713365451955619,0.7721235760477138,0.7806023850946293,0.04904914718193596,0.0498268418
B0p5_capmatch,124720.02100000001,0.7718316276621173,0.7726186553814487,0.7810982307118199,0.049019868732740626,0.0497779213
B0p5_capmatch,124800.02100000001,0.7723266998324817,0.7731137331664758,0.7815940988521588,0.04899862004984759,0.0497942306
B0p5_capmatch,124880.02100000001,0.7728217833000557,0.7736088198263467,0.7820899990863104,0.04899118397663984,0.0497897826
B0p5_capmatch,124960.02100000001,0.7733168699136878,0.7741039075839831,0.7825858824762022,0.048968018287104925,0.0497697704
B0p5_capmatch,125050.02100000001,0.7738738326298434,0.7746608773271004,0.7831437128461218,0.04896634900918697,0.0497497581
B0p5_capmatch,125130.02100000001,0.7743689163119212,0.7751559600061686,0.7836395625330721,0.048925600573887194,0.0497497581
B0p5_capmatch,125210.02100000001,0.7748639988499777,0.7756510484981524,0.7841354443128861,0.04890797353767358,0.049748268
B0p5_capmatch,125290.02100000001,0.7753590777414668,0.7761461372605727,0.7846312997879619,0.04889494605940365,0.0497252904
B0p5_capmatch,125370.02100000001,0.775854159135502,0.7766412257063278,0.7851271567040569,0.04887795848381624,0.0497074984
B0p5_capmatch,125450.02100000001,0.7763492383844978,0.7771363055863253,0.7856229417654575,0.048857257571618753,0.0496645086
