dataset,cell,window,chemistry,model,parameter_set,parameter_match_grade,parameter_match_level,protocol,c_rate,initial_state_value,time_s,elapsed_fraction,q_fraction,current_A,abs_current_A,dI_dt_A_s,abs_dI_dt_A_s,voltage_exp_V,voltage_sim_V,residual_mV,abs_residual_mV
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,512.0411896523656,0.047512983695834114,,-0.3039461672306061,0.3039461672306061,-0.2966368259386179,0.2966368259386179,3.9246091842651367,4.03062467032818,106.01548606304334,106.01548606304334
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,517.1037829445468,0.047982748467518495,,1.4257488250732422,1.4257488250732422,0.3416618504542399,0.3416618504542399,3.797205209732056,3.974761877479076,177.55666774701996,177.55666774701996
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,523.181507607751,0.04854670863061913,,-0.3817887604236603,0.3817887604236603,-0.2974036643088006,0.2974036643088006,3.925256729125977,4.031109904616277,105.85317549029982,105.85317549029982
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,528.2130090486353,0.04901358834802742,,-0.03682504966855049,0.03682504966855049,0.0685607894200425,0.0685607894200425,3.9042117595672607,4.021512426281381,117.30066671412054,117.30066671412054
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,533.2755395046952,0.04948334728906446,,1.3282198905944824,1.3282198905944824,0.2696368845799356,0.2696368845799356,3.802871227264404,3.976902392494339,174.03116522993534,174.03116522993534
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,539.3218356601392,0.050044391159087556,,-0.28660768270492554,0.28660768270492554,-0.26707715463878506,0.26707715463878506,3.9161911010742183,4.02728227444811,111.09117337389173,111.09117337389173
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,544.3847427570017,0.05051418504912611,,-0.026169102638959885,0.026169102638959885,0.05144052124269828,0.05144052124269828,3.901945352554321,4.020336980571759,118.3916280174384,118.3916280174384
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,549.4472914433536,0.0509839456817762,,1.5592191219329834,1.5592191219329834,0.3131600944097568,0.3131600944097568,3.78134036064148,3.969281181654473,187.94082101299293,187.94082101299293
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,555.525186865827,0.05154792168985676,,-0.37998268008232117,0.37998268008232117,-0.3190581060090294,0.3190581060090294,3.923475980758667,4.029097100186618,105.62111942795127,105.62111942795127
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,560.572185837118,0.05201623944374419,,1.9243103452026844e-05,1.9243103452026844e-05,0.07529264922528169,0.07529264922528169,3.898545742034912,4.01853590600126,119.99016396634765,119.99016396634765
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,565.6341235805121,0.05248594338618385,,1.9243103452026844e-05,1.9243103452026844e-05,0.0,0.0,3.899678945541382,4.019276610574131,119.59766503274949,119.59766503274949
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,571.6657217019983,0.05304562340606773,,1.7452466487884521,1.7452466487884521,0.2893474284150351,0.2893474284150351,3.765313625335693,3.963223218793813,197.9095934581201,197.9095934581201
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,576.6968943910633,0.05351247261815702,,3.4440574645996094,3.4440574645996094,0.33765702765548894,0.33765702765548894,3.627548933029175,3.916405331287879,288.85639825870425,288.85639825870425
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,581.7437081471671,0.05398077318568063,,-0.06969593465328217,0.06969593465328217,-0.6962320325380007,0.6962320325380007,3.884299755096436,4.008900675365654,124.60092026921777,124.60092026921777
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,587.8062848384816,0.05454332774830231,,-0.6917142868041992,0.6917142868041992,-0.10259966740578315,0.10259966740578315,3.941607236862183,4.033979538584868,92.37230172268474,92.37230172268474
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,592.8374921836567,0.055010180176178196,,-0.04025662690401077,0.04025662690401077,0.12948336556332501,0.12948336556332501,3.8977363109588623,4.015918243701627,118.18193274276467,118.18193274276467
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,597.8685551902017,0.05547701921068044,,1.9243103452026844e-05,1.9243103452026844e-05,0.008005439398208001,0.008005439398208001,3.8959555625915527,4.0156566715844,119.7011089928477,119.7011089928477
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,603.0406567919763,0.0559569454042063,,1.9243103452026844e-05,1.9243103452026844e-05,0.0,0.0,3.8970887660980233,4.016512004614022,119.42323851599835,119.42323851599835
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,608.0879426961819,0.05642528978298088,,0.02151174657046795,0.02151174657046795,0.004258229843708151,0.004258229843708151,3.8961174488067623,4.016485488590252,120.36803978348986,120.36803978348986
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,614.1349300890924,0.05698639779384878,,1.5767382383346558,1.5767382383346558,0.2571902983603922,0.2571902983603922,3.7763218879699703,3.9661639619040674,189.84207393409713,189.84207393409713
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,619.1816435710498,0.05745468905680085,,1.1078765392303467,1.1078765392303467,-0.09290436256794662,0.09290436256794662,3.801414251327514,3.976662186462133,175.24793513461879,175.24793513461879
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,624.2438911392401,0.05792442174829584,,-0.09100782871246338,0.09100782871246338,-0.23682847426827874,0.23682847426827874,3.8891563415527344,4.014834107579279,125.6777660265449,125.6777660265449
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,630.2910153320427,0.05848554245300785,,-0.012262187898159027,0.012262187898159027,0.01302199827614407,0.01302199827614407,3.8876993656158447,4.014444264104518,126.74489848867321,126.74489848867321
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,635.3226570063562,0.058952435182862736,,-0.5425310134887695,0.5425310134887695,-0.10538684189250382,0.10538684189250382,3.932379722595215,4.033728950376171,101.34922778095579,101.34922778095579
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,640.3532392483885,0.05941922960658577,,1.9243103452026844e-05,1.9243103452026844e-05,0.10785038997256004,0.10785038997256004,3.895146131515503,4.017615026982934,122.46889546743134,122.46889546743134
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,646.4468826385018,0.059984666889549766,,1.9243103452026844e-05,1.9243103452026844e-05,0.0,0.0,3.8959555625915527,4.018076798298125,122.1212357065724,122.1212357065724
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,651.4937939519987,0.060452976509553766,,0.9735032320022583,0.9735032320022583,0.1928870805190184,0.1928870805190184,3.82035493850708,3.9856353390207184,165.28040051363834,165.28040051363834
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,656.5405325664033,0.060921270104579074,,2.090029716491699,2.090029716491699,0.22123723255700353,0.22123723255700353,3.7288894653320312,3.950363125675743,221.47366034371174,221.47366034371174
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,662.5874968970056,0.061482375975464694,,1.6368811130523682,1.6368811130523682,-0.07493819686450706,0.07493819686450706,3.7525248527526855,3.957565391499292,205.04053874660633,205.04053874660633
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,667.6185924744805,0.06194921803226688,,0.13457316160202026,0.13457316160202026,-0.29860453420453026,0.29860453420453026,3.8605024814605713,4.002839135679277,142.33665421870612,142.33665421870612
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,672.6811256723486,0.06241897722771994,,0.19887006282806396,0.19887006282806396,0.012700539179302549,0.012700539179302549,3.862768888473511,4.002675018829956,139.90613035644506,139.90613035644506
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,678.7434641969139,0.06298150969053189,,0.25431710481643677,0.25431710481643677,0.009146147441897958,0.009146147441897958,3.862768888473511,4.002154548505638,139.38566003212705,139.38566003212705
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,683.7902369812164,0.0634498064562275,,1.0762698650360107,1.0762698650360107,0.16286700339991278,0.16286700339991278,3.8012523651123047,3.975777350074684,174.5249849623791,174.5249849623791
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,688.8366278666472,0.06391806778501838,,2.0811798572540283,2.0811798572540283,0.19913439426962434,0.19913439426962434,3.716747999191284,3.9447513449722256,228.0033457809414,228.0033457809414
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,694.8839300767522,0.0644792050081929,,0.8508695363998413,0.8508695363998413,-0.2034477983915436,0.2034477983915436,3.798985958099365,3.976595108185596,177.60915008623135,177.60915008623135
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,699.946473239379,0.06494896512828918,,-0.33212122321128845,0.33212122321128845,-0.23367519478042786,0.23367519478042786,3.894822359085083,4.016176332805619,121.35397372053625,121.35397372053625
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,705.0243721701863,0.06542015013055891,,-0.3140603005886078,0.3140603005886078,0.0035567707961074173,0.0035567707961074173,3.9000027179718018,4.018922049001633,118.9193310298311,118.9193310298311
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,711.1025281149559,0.06598415031285018,,-0.2940126657485962,0.2940126657485962,0.0032983087341256936,0.0032983087341256936,3.903887987136841,4.021125035360782,117.23704822394154,117.23704822394154
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,716.1805898452549,0.06645535042150148,,-0.13742440938949585,0.13742440938949585,0.030836225448933666,0.030836225448933666,3.896441221237183,4.017589601974279,121.14838073709633,121.14838073709633
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,721.2429223544896,0.06692509099478906,,-0.3039461672306061,0.3039461672306061,-0.03289427502783385,0.03289427502783385,3.912144184112549,4.02435619676722,112.21201265467151,112.21201265467151
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,727.305454018935,0.06748764137930761,,0.00019985238031949848,0.00019985238031949848,0.05016815357759364,0.05016815357759364,3.890451431274414,4.01544870172714,124.99727045272557,124.99727045272557
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,732.3366709028069,0.06795449469229188,,1.9243103452026844e-05,1.9243103452026844e-05,-3.589773230536666e-05,3.589773230536666e-05,3.890775203704834,4.015736975317044,124.96177161221044,124.96177161221044
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,737.38345978711,0.068422792951928,,1.7338683605194092,1.7338683605194092,0.3435549132654787,0.3435549132654787,3.762075901031494,3.960173915660616,198.0980146291218,198.0980146291218
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,743.4614653783101,0.06898677918271139,,1.8281463384628296,1.8281463384628296,0.015511334520639356,0.015511334520639356,3.73293662071228,3.952344333354356,219.40771264207638,219.40771264207638
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,748.5082918760709,0.06945508093255032,,1.2592271566390991,1.2592271566390991,-0.11272810390374108,0.11272810390374108,3.774379253387451,3.965468382914348,191.0891295268966,191.0891295268966
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,753.5707501979032,0.06992483318015633,,0.3565419614315033,0.3565419614315033,-0.17830965468193274,0.17830965468193274,3.841076135635376,3.993125930835167,152.04979519979122,152.04979519979122
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,759.64886739139,0.07048882976666448,,0.6861538887023926,0.6861538887023926,0.05422928133470241,0.05422928133470241,3.8145270347595215,3.983466888092199,168.93985333267736,168.93985333267736
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,764.6950337940671,0.07095707026540178,,-0.08920174092054367,0.08920174092054367,-0.15365241011703495,0.15365241011703495,3.8723201751708975,4.009356110522551,137.03593535165305,137.03593535165305
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,769.742470026782,0.07142542859335889,,0.5824841856956482,0.5824841856956482,0.13307467309099572,0.13307467309099572,3.8278017044067374,3.988647958189423,160.8462537826858,160.8462537826858
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,775.773663893855,0.07198507110193754,,0.5627977252006531,0.5627977252006531,-0.003264106730588208,0.003264106730588208,3.831363201141357,3.988836079809381,157.47287866802395,157.47287866802395
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,780.8048587780668,0.07245192237354406,,0.30091428756713867,0.30091428756713867,-0.0520519366990376,0.0520519366990376,3.851274967193604,3.9973904070625705,146.11543986896658,146.11543986896658
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,785.8673276059981,0.07292167559602498,,2.4313812255859375,2.4313812255859375,0.42083556668325844,0.42083556668325844,3.695702791213989,3.9340572955360127,238.35450432202387,238.35450432202387
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,791.928939876103,0.07348414066871864,,0.8971055150032043,0.8971055150032043,-0.25311346919194894,0.25311346919194894,3.800604820251465,3.972194205873617,171.58938562215198,171.58938562215198
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,796.9765541311335,0.07395251551560342,,0.48730307817459106,0.48730307817459106,-0.08118735230613054,0.08118735230613054,3.829096794128418,3.9854803636633394,156.38356953492138,156.38356953492138
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,802.03916506715,0.07442228192448276,,0.49958449602127075,0.49958449602127075,0.002425905921252456,0.002425905921252456,3.830229997634888,3.985986007904305,155.75601026941666,155.75601026941666
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,808.1013701702141,0.07498480200693597,,0.7163156270980835,0.7163156270980835,0.03575120395831987,0.03575120395831987,3.812422513961792,3.97943109705538,167.00858309358813,167.00858309358813
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,813.1482555542862,0.07545310922091414,,0.9568871855735779,0.9568871855735779,0.047667331466400176,0.047667331466400176,3.7933199405670166,3.97145300901328,178.1330684462632,178.1330684462632
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,819.2104824264388,0.07601563132335006,,1.1004716157913208,1.1004716157913208,0.02368509678799872,0.02368509678799872,3.7861969470977774,3.965862822902509,179.66587580473137,179.66587580473137
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,824.2574795782057,0.0764839489084014,,1.0923441648483276,1.0923441648483276,-0.0016103537803955205,0.0016103537803955205,3.787492036819458,3.965010696423805,177.5186596043472,177.5186596043472
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,829.3200136081432,0.0769537081810633,,-0.05344110354781151,0.05344110354781151,-0.2263264328931887,0.2263264328931887,3.869082450866699,4.001676475161904,132.59402429520506,132.59402429520506
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,835.3666423599643,0.07751478291314703,,0.8273903131484985,0.8273903131484985,0.14567314330833064,0.14567314330833064,3.803194999694824,3.974897733516823,171.70273382199898,171.70273382199898
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,840.3823198694681,0.07798019430689528,,-0.023459963500499725,0.023459963500499725,-0.16963815457369233,0.16963815457369233,3.86649227142334,4.002496810407767,136.00453898442754,136.00453898442754
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,845.4134925084109,0.07844704351433367,,0.40097182989120483,0.40097182989120483,0.08436041134952901,0.08436041134952901,3.836543321609497,3.9900022092054215,153.4588875959244,153.4588875959244
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,851.4448652749779,0.07900670262323456,,0.8736262917518616,0.8736262917518616,0.07836598402285146,0.07836598402285146,3.8023855686187744,3.974578625857277,172.19305723850243,172.19305723850243
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,856.4917263636817,0.07947500758281315,,0.4838714897632599,0.4838714897632599,-0.07722717053991841,0.07722717053991841,3.830877542495728,3.986229199199053,155.35165670332506,155.35165670332506
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,861.5389062394497,0.07994334212306785,,0.014106766320765018,0.014106766320765018,-0.09307469418672318,0.09307469418672318,3.863902091979981,4.002309191208277,138.4070992282962,138.4070992282962
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,867.5851143210712,0.08050437782060368,,0.014106766320765018,0.014106766320765018,0.0,0.0,3.8637402057647705,4.004052172875388,140.3119671106179,140.3119671106179
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,872.6475873444269,0.08097413143238365,,0.38291090726852417,0.38291090726852417,0.07285058888141763,0.07285058888141763,3.8381621837615967,3.9926150362331527,154.45285247155604,154.45285247155604
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,877.6944213909428,0.08144243388268162,,0.8624285459518433,0.8624285459518433,0.0950135538961022,0.0950135538961022,3.801899909973145,3.9766004171214897,174.70050714834474,174.70050714834474
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,883.741097410204,0.08200351300077405,,1.5646374225616455,1.5646374225616455,0.11613138762073094,0.11613138762073094,3.748801469802856,3.9532351676067137,204.43369780385768,204.43369780385768
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,888.8031660889228,0.08247322909287681,,0.749908983707428,0.749908983707428,-0.1609477252411411,0.1609477252411411,3.803842544555664,3.9754591642337305,171.6166196780664,171.6166196780664
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,893.8505115611351,0.08294157899904604,,0.5924176573753357,0.5924176573753357,-0.03120280297814872,0.03120280297814872,3.812908172607422,3.9804792083679432,167.57103576052134,167.57103576052134
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,899.9441397785522,0.08350701487411534,,3.8937747478485107,3.8937747478485107,0.5417719907881972,0.5417719907881972,3.5621471405029297,3.892116970091069,329.96982958813925,329.96982958813925
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,904.990964842751,0.08397531649093215,,1.2245501279830933,1.2245501279830933,-0.528891845053309,0.528891845053309,3.761590242385864,3.9510067030797775,189.4164606939137,189.4164606939137
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,910.037335728488,0.08444357596392481,,0.648587167263031,0.648587167263031,-0.1141340923529754,0.1141340923529754,3.807404041290283,3.9693268847094174,161.9228434191342,161.9228434191342
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,916.1158180191032,0.08500760642828159,,1.2278010845184326,1.2278010845184326,0.09528923332550693,0.09528923332550693,3.7614283561706543,3.952677378045932,191.2490218752776,191.2490218752776
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,921.147088902142,0.08547446475192043,,2.114592552185119,2.114592552185119,0.17625595764605248,0.17625595764605248,3.687446594238281,3.926854111018871,239.40751678059024,239.40751678059024
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,926.1939226128216,0.0859427671710557,,1.6872711181640625,1.6872711181640625,-0.08467119356772176,0.08467119356772176,3.725004196166992,3.935597414018274,210.5932178512817,210.5932178512817
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,932.2562886958603,0.08650530219105508,,0.8510501384735107,0.8510501384735107,-0.1379364044065434,0.1379364044065434,3.777131319046021,3.959255129922676,182.12381087665497,182.12381087665497
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,937.2874742970088,0.08697215260127379,,0.35311037302022674,0.35311037302022674,-0.09897066117768025,0.09897066117768025,3.816469669342041,3.976325400653333,159.85573131129183,159.85573131129183
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,942.3193433713222,0.08743906643187742,,-0.3785378038883209,0.3785378038883209,-0.1454028644432427,0.1454028644432427,3.877662420272827,4.002694843023072,125.03242275024462,125.03242275024462
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,948.3499123207148,0.08799865095351253,,0.3476921021938324,0.3476921021938324,0.12042477454060216,0.12042477454060216,3.829420566558838,3.9824232888389455,153.00272228010758,153.00272228010758
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,953.4123309138322,0.0884683995146382,,1.5196657180786133,1.5196657180786133,0.2315046838438321,0.2315046838438321,3.7395739555358887,3.946236639040957,206.66268350506823,206.66268350506823
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,958.4743161051192,0.08893810785983101,,0.4838714897632599,0.4838714897632599,-0.20462213719989178,0.20462213719989178,3.815012693405152,3.9759697990297527,160.95710562460087,160.95710562460087
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,964.5213560435786,0.08949922074647036,,0.9567065834999084,0.9567065834999084,0.07819281806448773,0.07819281806448773,3.7823116779327393,3.961564553680185,179.25287574744564,179.25287574744564
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,969.5684335349632,0.08996754578634181,,0.9942733049392805,0.9942733049392805,0.007443262264845112,0.007443262264845112,3.7763218879699703,3.959694578999295,183.37269102932476,183.37269102932476
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,974.6151981339262,0.09043584179250888,,1.4513953924179077,1.4513953924179077,0.09057725568823911,0.09057725568823911,3.741678476333618,3.945166512934296,203.4880366006777,203.4880366006777
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,980.6615133066244,0.09099688742716831,,0.9655564427374694,0.9655564427374694,-0.08035289855120636,0.08035289855120636,3.774217367172241,3.957940380356231,183.72301318399,183.72301318399
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,985.7088697410728,0.09146523835053802,,0.8347952961921697,0.8347952961921697,-0.025906858024301697,0.025906858024301697,3.7861969470977774,3.9619079626002303,175.71101550245282,175.71101550245282
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,990.7712891863102,0.09193498699073305,,0.40946048498153687,0.40946048498153687,-0.08401808973193152,0.08401808973193152,3.816793441772461,3.9758370660574833,159.0436242850224,159.0436242850224
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,996.8337277193586,0.09249752873346527,,1.5028690099716187,1.5028690099716187,0.18035787398578002,0.18035787398578002,3.7348792552948,3.942680519753283,207.80126445848302,207.80126445848302
calce_20r,2,calce_20r/2/US06_80SOC,NMC_Graphite,SPMe,Chen2020,B,compatible_surrogate,US06,,0.8,1001.89566233999,0.09296723238613963,,0.9727808237075567,0.9727808237075567,-0.1047204727029724,0.1047204727029724,3.7729222774505615,3.956637962416672,183.71568496611036,183.71568496611036
